participant_id,trial_number,trial_id,domain,probability,gain,loss,certain_amount,certain_offset,is_dominance_check,choice,age_group,education,quant_background
P004,10,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,undergraduate,no
P023,13,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,yes
P053,32,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,no
P032,22,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,postgraduate,yes
P032,8,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,postgraduate,yes
P033,11,7,gain,0.5,100,0,40.0,-10.0,False,gamble,45+,postgraduate,no
P007,12,2,gain,0.1,100,0,10.0,0.0,False,certain,25-34,undergraduate,yes
P030,4,4,gain,0.25,100,0,15.0,-10.0,False,gamble,35-44,undergraduate,no
P002,23,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,postgraduate,no
P045,21,2,gain,0.1,100,0,10.0,0.0,False,certain,25-34,undergraduate,no
P016,9,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,no
P017,29,32,loss,0.5,0,100,0.0,,True,certain,25-34,undergraduate,yes
P043,4,7,gain,0.5,100,0,40.0,-10.0,False,gamble,35-44,undergraduate,yes
P024,31,3,gain,0.1,100,0,20.0,10.0,False,certain,45+,undergraduate,no
P042,26,4,gain,0.25,100,0,15.0,-10.0,False,gamble,35-44,undergraduate,yes
P022,8,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P006,30,28,loss,0.75,0,100,-85.0,10.0,False,gamble,25-34,undergraduate,no
P004,13,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,undergraduate,no
P017,26,10,gain,0.75,100,0,65.0,-10.0,False,gamble,25-34,undergraduate,yes
P027,23,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P033,13,21,loss,0.25,0,100,-25.0,0.0,False,certain,45+,postgraduate,no
P017,10,25,loss,0.5,0,100,-60.0,10.0,False,gamble,25-34,undergraduate,yes
P031,30,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,no
P018,7,9,gain,0.5,100,0,60.0,10.0,False,certain,35-44,undergraduate,no
P001,23,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,undergraduate,no
P051,9,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,yes
P012,25,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,other,no
P024,1,19,loss,0.1,0,100,-20.0,10.0,False,gamble,45+,undergraduate,no
P042,4,20,loss,0.25,0,100,-15.0,-10.0,False,certain,35-44,undergraduate,yes
P019,19,8,gain,0.5,100,0,50.0,0.0,False,certain,18-24,other,no
P054,32,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,35-44,postgraduate,no
P007,14,17,loss,0.1,0,100,0.0,-10.0,False,certain,25-34,undergraduate,yes
P003,30,30,loss,0.9,0,100,-90.0,0.0,False,gamble,18-24,other,yes
P026,8,24,loss,0.5,0,100,-50.0,0.0,False,gamble,18-24,undergraduate,yes
P008,1,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,postgraduate,no
P053,26,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P055,7,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,undergraduate,no
P039,9,8,gain,0.5,100,0,50.0,0.0,False,gamble,25-34,undergraduate,no
P033,17,16,gain,0.5,100,0,120.0,,True,certain,45+,postgraduate,no
P058,27,10,gain,0.75,100,0,65.0,-10.0,False,gamble,25-34,undergraduate,no
P031,3,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,no
P014,25,23,loss,0.5,0,100,-40.0,-10.0,False,gamble,18-24,postgraduate,no
P059,28,3,gain,0.1,100,0,20.0,10.0,False,certain,25-34,postgraduate,no
P019,13,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,other,no
P014,31,31,loss,0.9,0,100,-100.0,10.0,False,certain,18-24,postgraduate,no
P044,8,32,loss,0.5,0,100,0.0,,True,certain,45+,undergraduate,no
P036,5,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,postgraduate,yes
P003,29,25,loss,0.5,0,100,-60.0,10.0,False,certain,18-24,other,yes
P018,24,25,loss,0.5,0,100,-60.0,10.0,False,gamble,35-44,undergraduate,no
P043,22,26,loss,0.75,0,100,-65.0,-10.0,False,certain,35-44,undergraduate,yes
P030,8,30,loss,0.9,0,100,-90.0,0.0,False,certain,35-44,undergraduate,no
P009,15,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,yes
P043,11,18,loss,0.1,0,100,-10.0,0.0,False,gamble,35-44,undergraduate,yes
P051,16,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,yes
P043,28,2,gain,0.1,100,0,10.0,0.0,False,gamble,35-44,undergraduate,yes
P045,32,27,loss,0.75,0,100,-75.0,0.0,False,gamble,25-34,undergraduate,no
P025,10,23,loss,0.5,0,100,-40.0,-10.0,False,certain,35-44,undergraduate,yes
P049,16,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,18-24,undergraduate,no
P032,13,3,gain,0.1,100,0,20.0,10.0,False,gamble,18-24,postgraduate,yes
P021,15,8,gain,0.5,100,0,50.0,0.0,False,gamble,35-44,undergraduate,yes
P046,27,16,gain,0.5,100,0,120.0,,True,certain,25-34,postgraduate,yes
P060,29,2,gain,0.1,100,0,10.0,0.0,False,gamble,25-34,postgraduate,no
P023,4,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,postgraduate,yes
P018,17,24,loss,0.5,0,100,-50.0,0.0,False,certain,35-44,undergraduate,no
P044,17,19,loss,0.1,0,100,-20.0,10.0,False,gamble,45+,undergraduate,no
P045,28,14,gain,0.9,100,0,90.0,0.0,False,certain,25-34,undergraduate,no
P039,15,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,undergraduate,no
P030,28,14,gain,0.9,100,0,90.0,0.0,False,certain,35-44,undergraduate,no
P037,1,29,loss,0.9,0,100,-80.0,-10.0,False,certain,25-34,undergraduate,no
P047,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P015,22,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,no
P031,27,22,loss,0.25,0,100,-35.0,10.0,False,gamble,18-24,undergraduate,no
P060,26,21,loss,0.25,0,100,-25.0,0.0,False,gamble,25-34,postgraduate,no
P026,10,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,yes
P005,3,32,loss,0.5,0,100,0.0,,True,certain,25-34,postgraduate,no
P031,22,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P027,16,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P030,17,5,gain,0.25,100,0,25.0,0.0,False,certain,35-44,undergraduate,no
P001,25,16,gain,0.5,100,0,120.0,,True,certain,18-24,undergraduate,no
P019,8,24,loss,0.5,0,100,-50.0,0.0,False,gamble,18-24,other,no
P013,8,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,yes
P011,23,32,loss,0.5,0,100,0.0,,True,certain,18-24,undergraduate,no
P013,23,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,postgraduate,yes
P005,28,22,loss,0.25,0,100,-35.0,10.0,False,gamble,25-34,postgraduate,no
P058,13,12,gain,0.75,100,0,85.0,10.0,False,gamble,25-34,undergraduate,no
P039,4,15,gain,0.9,100,0,100.0,10.0,False,certain,25-34,undergraduate,no
P032,31,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,postgraduate,yes
P060,17,32,loss,0.5,0,100,0.0,,True,certain,25-34,postgraduate,no
P020,22,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,no
P055,10,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,no
P045,27,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,no
P034,10,3,gain,0.1,100,0,20.0,10.0,False,gamble,25-34,undergraduate,no
P028,17,5,gain,0.25,100,0,25.0,0.0,False,certain,18-24,postgraduate,no
P030,20,25,loss,0.5,0,100,-60.0,10.0,False,certain,35-44,undergraduate,no
P001,11,27,loss,0.75,0,100,-75.0,0.0,False,gamble,18-24,undergraduate,no
P012,3,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,other,no
P003,4,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,other,yes
P039,5,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,no
P005,18,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,25-34,postgraduate,no
P060,1,24,loss,0.5,0,100,-50.0,0.0,False,gamble,25-34,postgraduate,no
P013,32,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,postgraduate,yes
P013,9,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,postgraduate,yes
P017,12,19,loss,0.1,0,100,-20.0,10.0,False,gamble,25-34,undergraduate,yes
P059,17,28,loss,0.75,0,100,-85.0,10.0,False,certain,25-34,postgraduate,no
P059,15,6,gain,0.25,100,0,35.0,10.0,False,certain,25-34,postgraduate,no
P014,22,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,postgraduate,no
P037,16,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,no
P002,24,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,no
P005,11,10,gain,0.75,100,0,65.0,-10.0,False,gamble,25-34,postgraduate,no
P050,11,3,gain,0.1,100,0,20.0,10.0,False,certain,45+,undergraduate,yes
P007,4,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,undergraduate,yes
P042,25,19,loss,0.1,0,100,-20.0,10.0,False,gamble,35-44,undergraduate,yes
P034,4,5,gain,0.25,100,0,25.0,0.0,False,gamble,25-34,undergraduate,no
P015,2,5,gain,0.25,100,0,25.0,0.0,False,gamble,18-24,undergraduate,no
P018,3,23,loss,0.5,0,100,-40.0,-10.0,False,certain,35-44,undergraduate,no
P031,29,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P060,27,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,postgraduate,no
P031,10,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,undergraduate,no
P048,28,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,other,yes
P041,14,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,undergraduate,no
P006,15,32,loss,0.5,0,100,0.0,,True,certain,25-34,undergraduate,no
P008,31,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,postgraduate,no
P013,2,28,loss,0.75,0,100,-85.0,10.0,False,certain,18-24,postgraduate,yes
P057,27,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,no
P053,1,14,gain,0.9,100,0,90.0,0.0,False,certain,18-24,undergraduate,no
P023,8,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,postgraduate,yes
P027,6,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P058,14,15,gain,0.9,100,0,100.0,10.0,False,certain,25-34,undergraduate,no
P057,13,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,18-24,postgraduate,no
P003,26,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,other,yes
P057,4,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,postgraduate,no
P036,26,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,postgraduate,yes
P057,5,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,no
P001,1,8,gain,0.5,100,0,50.0,0.0,False,gamble,18-24,undergraduate,no
P043,9,16,gain,0.5,100,0,120.0,,True,certain,35-44,undergraduate,yes
P026,23,7,gain,0.5,100,0,40.0,-10.0,False,gamble,18-24,undergraduate,yes
P020,6,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,undergraduate,no
P033,6,26,loss,0.75,0,100,-65.0,-10.0,False,certain,45+,postgraduate,no
P036,3,18,loss,0.1,0,100,-10.0,0.0,False,gamble,18-24,postgraduate,yes
P002,8,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,no
P060,32,16,gain,0.5,100,0,120.0,,True,certain,25-34,postgraduate,no
P032,21,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,postgraduate,yes
P030,16,26,loss,0.75,0,100,-65.0,-10.0,False,certain,35-44,undergraduate,no
P021,26,7,gain,0.5,100,0,40.0,-10.0,False,certain,35-44,undergraduate,yes
P015,5,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P025,13,5,gain,0.25,100,0,25.0,0.0,False,certain,35-44,undergraduate,yes
P006,18,11,gain,0.75,100,0,75.0,0.0,False,certain,25-34,undergraduate,no
P005,9,17,loss,0.1,0,100,0.0,-10.0,False,certain,25-34,postgraduate,no
P011,17,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P004,23,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,undergraduate,no
P060,23,9,gain,0.5,100,0,60.0,10.0,False,certain,25-34,postgraduate,no
P057,6,7,gain,0.5,100,0,40.0,-10.0,False,certain,18-24,postgraduate,no
P038,16,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,postgraduate,no
P011,32,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,undergraduate,no
P020,17,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,no
P007,1,11,gain,0.75,100,0,75.0,0.0,False,gamble,25-34,undergraduate,yes
P045,14,32,loss,0.5,0,100,0.0,,True,certain,25-34,undergraduate,no
P041,32,8,gain,0.5,100,0,50.0,0.0,False,certain,18-24,undergraduate,no
P005,8,24,loss,0.5,0,100,-50.0,0.0,False,gamble,25-34,postgraduate,no
P015,13,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,undergraduate,no
P002,10,9,gain,0.5,100,0,60.0,10.0,False,gamble,18-24,postgraduate,no
P023,20,16,gain,0.5,100,0,120.0,,True,certain,18-24,postgraduate,yes
P022,27,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,undergraduate,no
P020,29,14,gain,0.9,100,0,90.0,0.0,False,certain,18-24,undergraduate,no
P012,7,18,loss,0.1,0,100,-10.0,0.0,False,certain,18-24,other,no
P053,2,1,gain,0.1,100,0,0.0,-10.0,False,gamble,18-24,undergraduate,no
P018,15,21,loss,0.25,0,100,-25.0,0.0,False,certain,35-44,undergraduate,no
P026,14,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,yes
P020,11,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,undergraduate,no
P015,18,4,gain,0.25,100,0,15.0,-10.0,False,certain,18-24,undergraduate,no
P054,14,11,gain,0.75,100,0,75.0,0.0,False,certain,35-44,postgraduate,no
P051,14,12,gain,0.75,100,0,85.0,10.0,False,gamble,25-34,undergraduate,yes
P055,32,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,no
P003,16,12,gain,0.75,100,0,85.0,10.0,False,gamble,18-24,other,yes
P053,27,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,undergraduate,no
P016,12,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P056,14,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,yes
P017,16,2,gain,0.1,100,0,10.0,0.0,False,gamble,25-34,undergraduate,yes
P055,21,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,undergraduate,no
P040,13,9,gain,0.5,100,0,60.0,10.0,False,certain,25-34,undergraduate,yes
P041,26,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P045,13,18,loss,0.1,0,100,-10.0,0.0,False,certain,25-34,undergraduate,no
P058,32,16,gain,0.5,100,0,120.0,,True,certain,25-34,undergraduate,no
P058,8,30,loss,0.9,0,100,-90.0,0.0,False,certain,25-34,undergraduate,no
P036,16,21,loss,0.25,0,100,-25.0,0.0,False,gamble,18-24,postgraduate,yes
P015,32,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P053,30,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,undergraduate,no
P040,24,6,gain,0.25,100,0,35.0,10.0,False,gamble,25-34,undergraduate,yes
P004,7,12,gain,0.75,100,0,85.0,10.0,False,certain,18-24,undergraduate,no
P021,24,31,loss,0.9,0,100,-100.0,10.0,False,gamble,35-44,undergraduate,yes
P024,7,24,loss,0.5,0,100,-50.0,0.0,False,certain,45+,undergraduate,no
P046,24,9,gain,0.5,100,0,60.0,10.0,False,certain,25-34,postgraduate,yes
P047,10,12,gain,0.75,100,0,85.0,10.0,False,gamble,18-24,undergraduate,no
P002,22,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,postgraduate,no
P031,28,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P047,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,undergraduate,no
P052,8,17,loss,0.1,0,100,0.0,-10.0,False,certain,45+,undergraduate,yes
P003,5,19,loss,0.1,0,100,-20.0,10.0,False,certain,18-24,other,yes
P052,26,31,loss,0.9,0,100,-100.0,10.0,False,gamble,45+,undergraduate,yes
P035,13,14,gain,0.9,100,0,90.0,0.0,False,certain,18-24,postgraduate,yes
P023,23,11,gain,0.75,100,0,75.0,0.0,False,certain,18-24,postgraduate,yes
P011,14,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,undergraduate,no
P047,6,3,gain,0.1,100,0,20.0,10.0,False,gamble,18-24,undergraduate,no
P025,19,28,loss,0.75,0,100,-85.0,10.0,False,certain,35-44,undergraduate,yes
P025,17,24,loss,0.5,0,100,-50.0,0.0,False,certain,35-44,undergraduate,yes
P037,7,23,loss,0.5,0,100,-40.0,-10.0,False,gamble,25-34,undergraduate,no
P030,27,16,gain,0.5,100,0,120.0,,True,certain,35-44,undergraduate,no
P036,18,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,postgraduate,yes
P042,15,31,loss,0.9,0,100,-100.0,10.0,False,gamble,35-44,undergraduate,yes
P021,19,27,loss,0.75,0,100,-75.0,0.0,False,certain,35-44,undergraduate,yes
P004,32,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P045,4,16,gain,0.5,100,0,120.0,,True,gamble,25-34,undergraduate,no
P056,2,19,loss,0.1,0,100,-20.0,10.0,False,gamble,18-24,undergraduate,yes
P046,13,20,loss,0.25,0,100,-15.0,-10.0,False,certain,25-34,postgraduate,yes
P044,30,1,gain,0.1,100,0,0.0,-10.0,False,certain,45+,undergraduate,no
P015,12,9,gain,0.5,100,0,60.0,10.0,False,gamble,18-24,undergraduate,no
P035,19,6,gain,0.25,100,0,35.0,10.0,False,certain,18-24,postgraduate,yes
P030,23,12,gain,0.75,100,0,85.0,10.0,False,certain,35-44,undergraduate,no
P034,24,21,loss,0.25,0,100,-25.0,0.0,False,certain,25-34,undergraduate,no
P025,2,27,loss,0.75,0,100,-75.0,0.0,False,gamble,35-44,undergraduate,yes
P003,11,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,other,yes
P036,10,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,postgraduate,yes
P038,4,28,loss,0.75,0,100,-85.0,10.0,False,certain,18-24,postgraduate,no
P045,9,26,loss,0.75,0,100,-65.0,-10.0,False,gamble,25-34,undergraduate,no
P015,14,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,undergraduate,no
P043,25,4,gain,0.25,100,0,15.0,-10.0,False,certain,35-44,undergraduate,yes
P020,32,30,loss,0.9,0,100,-90.0,0.0,False,certain,18-24,undergraduate,no
P052,17,24,loss,0.5,0,100,-50.0,0.0,False,gamble,45+,undergraduate,yes
P017,7,24,loss,0.5,0,100,-50.0,0.0,False,certain,25-34,undergraduate,yes
P053,22,10,gain,0.75,100,0,65.0,-10.0,False,gamble,18-24,undergraduate,no
P046,16,15,gain,0.9,100,0,100.0,10.0,False,certain,25-34,postgraduate,yes
P030,2,28,loss,0.75,0,100,-85.0,10.0,False,gamble,35-44,undergraduate,no
P008,7,2,gain,0.1,100,0,10.0,0.0,False,certain,18-24,postgraduate,no
P013,29,4,gain,0.25,100,0,15.0,-10.0,False,gamble,18-24,postgraduate,yes
P018,12,19,loss,0.1,0,100,-20.0,10.0,False,gamble,35-44,undergraduate,no
P017,32,17,loss,0.1,0,100,0.0,-10.0,False,gamble,25-34,undergraduate,yes
P042,11,24,loss,0.5,0,100,-50.0,0.0,False,certain,35-44,undergraduate,yes
P039,18,23,loss,0.5,0,100,-40.0,-10.0,False,certain,25-34,undergraduate,no
P054,20,13,gain,0.9,100,0,80.0,-10.0,False,gamble,35-44,postgraduate,no
P048,24,20,loss,0.25,0,100,-15.0,-10.0,False,gamble,18-24,other,yes
P021,5,10,gain,0.75,100,0,65.0,-10.0,False,gamble,35-44,undergraduate,yes
P044,26,22,loss,0.25,0,100,-35.0,10.0,False,certain,45+,undergraduate,no
P059,26,15,gain,0.9,100,0,100.0,10.0,False,certain,25-34,postgraduate,no
P030,31,19,loss,0.1,0,100,-20.0,10.0,False,certain,35-44,undergraduate,no
P021,25,11,gain,0.75,100,0,75.0,0.0,False,certain,35-44,undergraduate,yes
P042,21,29,loss,0.9,0,100,-80.0,-10.0,False,gamble,35-44,undergraduate,yes
P041,27,5,gain,0.25,100,0,25.0,0.0,False,certain,18-24,undergraduate,no
P025,4,10,gain,0.75,100,0,65.0,-10.0,False,certain,35-44,undergraduate,yes
P045,3,20,loss,0.25,0,100,-15.0,-10.0,False,certain,25-34,undergraduate,no
P009,6,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,postgraduate,yes
P010,7,16,gain,0.5,100,0,120.0,,True,certain,25-34,undergraduate,yes
P023,18,29,loss,0.9,0,100,-80.0,-10.0,False,certain,18-24,postgraduate,yes
P048,32,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,other,yes
P042,9,16,gain,0.5,100,0,120.0,,True,certain,35-44,undergraduate,yes
P040,20,14,gain,0.9,100,0,90.0,0.0,False,gamble,25-34,undergraduate,yes
P039,20,16,gain,0.5,100,0,120.0,,True,certain,25-34,undergraduate,no
P005,32,4,gain,0.25,100,0,15.0,-10.0,False,gamble,25-34,postgraduate,no
P021,11,6,gain,0.25,100,0,35.0,10.0,False,gamble,35-44,undergraduate,yes
P051,10,27,loss,0.75,0,100,-75.0,0.0,False,certain,25-34,undergraduate,yes
P022,23,9,gain,0.5,100,0,60.0,10.0,False,certain,18-24,undergraduate,no
P029,14,32,loss,0.5,0,100,0.0,,True,certain,18-24,postgraduate,yes
P059,29,27,loss,0.75,0,100,-75.0,0.0,False,gamble,25-34,postgraduate,no
P028,5,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,no
P052,18,9,gain,0.5,100,0,60.0,10.0,False,certain,45+,undergraduate,yes
P001,15,31,loss,0.9,0,100,-100.0,10.0,False,gamble,18-24,undergraduate,no
P031,16,14,gain,0.9,100,0,90.0,0.0,False,gamble,18-24,undergraduate,no
P053,10,11,gain,0.75,100,0,75.0,0.0,False,gamble,18-24,undergraduate,no
P015,15,26,loss,0.75,0,100,-65.0,-10.0,False,gamble,18-24,undergraduate,no
P052,20,15,gain,0.9,100,0,100.0,10.0,False,certain,45+,undergraduate,yes
P044,5,27,loss,0.75,0,100,-75.0,0.0,False,gamble,45+,undergraduate,no
P020,12,5,gain,0.25,100,0,25.0,0.0,False,gamble,18-24,undergraduate,no
P047,30,26,loss,0.75,0,100,-65.0,-10.0,False,certain,18-24,undergraduate,no
P045,7,29,loss,0.9,0,100,-80.0,-10.0,False,certain,25-34,undergraduate,no
P028,10,28,loss,0.75,0,100,-85.0,10.0,False,gamble,18-24,postgraduate,no
P015,19,6,gain,0.25,100,0,35.0,10.0,False,gamble,18-24,undergraduate,no
P024,18,25,loss,0.5,0,100,-60.0,10.0,False,gamble,45+,undergraduate,no
P046,22,17,loss,0.1,0,100,0.0,-10.0,False,certain,25-34,postgraduate,yes
P030,14,27,loss,0.75,0,100,-75.0,0.0,False,gamble,35-44,undergraduate,no
P028,19,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,postgraduate,no
P010,4,2,gain,0.1,100,0,10.0,0.0,False,gamble,25-34,undergraduate,yes
P008,10,11,gain,0.75,100,0,75.0,0.0,False,certain,18-24,postgraduate,no
P024,6,29,loss,0.9,0,100,-80.0,-10.0,False,certain,45+,undergraduate,no
P041,6,15,gain,0.9,100,0,100.0,10.0,False,certain,18-24,undergraduate,no
P051,1,8,gain,0.5,100,0,50.0,0.0,False,gamble,25-34,undergraduate,yes
P060,30,23,loss,0.5,0,100,-40.0,-10.0,False,certain,25-34,postgraduate,no
P002,18,23,loss,0.5,0,100,-40.0,-10.0,False,certain,18-24,postgraduate,no
P025,18,2,gain,0.1,100,0,10.0,0.0,False,gamble,35-44,undergraduate,yes
P034,28,12,gain,0.75,100,0,85.0,10.0,False,certain,25-34,undergraduate,no
P049,22,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,undergraduate,no
P039,26,12,gain,0.75,100,0,85.0,10.0,False,gamble,25-34,undergraduate,no
P017,23,8,gain,0.5,100,0,50.0,0.0,False,certain,25-34,undergraduate,yes
P020,21,27,loss,0.75,0,100,-75.0,0.0,False,gamble,18-24,undergraduate,no
P030,1,9,gain,0.5,100,0,60.0,10.0,False,certain,35-44,undergraduate,no
P051,12,9,gain,0.5,100,0,60.0,10.0,False,certain,25-34,undergraduate,yes
P017,14,6,gain,0.25,100,0,35.0,10.0,False,certain,25-34,undergraduate,yes
P034,25,9,gain,0.5,100,0,60.0,10.0,False,gamble,25-34,undergraduate,no
P013,16,5,gain,0.25,100,0,25.0,0.0,False,certain,18-24,postgraduate,yes
P049,10,21,loss,0.25,0,100,-25.0,0.0,False,certain,18-24,undergraduate,no
P041,15,20,loss,0.25,0,100,-15.0,-10.0,False,certain,18-24,undergraduate,no
P059,20,7,gain,0.5,100,0,40.0,-10.0,False,gamble,25-34,postgraduate,no
P034,6,1,gain,0.1,100,0,0.0,-10.0,False,gamble,25-34,undergraduate,no
P019,14,27,loss,0.75,0,100,-75.0,0.0,False,certain,18-24,other,no
P022,2,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,undergraduate,no
P044,6,3,gain,0.1,100,0,20.0,10.0,False,certain,45+,undergraduate,no
P004,11,25,loss,0.5,0,100,-60.0,10.0,False,gamble,18-24,undergraduate,no
P027,4,13,gain,0.9,100,0,80.0,-10.0,False,gamble,18-24,undergraduate,no
P008,28,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,no
P048,20,27,loss,0.75,0,100,-75.0,0.0,False,gamble,18-24,other,yes
P044,4,17,loss,0.1,0,100,0.0,-10.0,False,certain,45+,undergraduate,no
P013,7,3,gain,0.1,100,0,20.0,10.0,False,certain,18-24,postgraduate,yes
P039,24,11,gain,0.75,100,0,75.0,0.0,False,gamble,25-34,undergraduate,no
P025,27,7,gain,0.5,100,0,40.0,-10.0,False,gamble,35-44,undergraduate,yes
P002,25,25,loss,0.5,0,100,-60.0,10.0,False,certain,18-24,postgraduate,no
P021,29,9,gain,0.5,100,0,60.0,10.0,False,certain,35-44,undergraduate,yes
P022,10,17,loss,0.1,0,100,0.0,-10.0,False,certain,18-24,undergraduate,no
P026,4,2,gain,0.1,100,0,10.0,0.0,False,gamble,18-24,undergraduate,yes
